Title3,Following Perseus,Greek,English,Benjamin_Jowett,Schleiermacher,Rahimi,Nikpour,Shojaian,Mohammadi,Mahmoodzadeh,Asimi,1st final translation,2nd final translation,3rd final translation,Kazeminia
0059-003|187.|Cr. 50b.3.,0059-003|186.|Cr. 50b.2.,"τί ἐροῦμεν, ὦ Κρίτων, πρὸς ταῦτα καὶ ἄλλα τοιαῦτα; ","What shall we say, Crito, in reply to this question and others of the same kind? ","What will be our answer, Crito, to these and the like words? ","Was sollen wir hierauf und auf mehr dergleichen sagen, Kriton? ",,,,,,,,,,
0059-003|188.|Cr. 50b.4.,0059-003|187.|Cr. 50b.3.,"πολλὰ γὰρ ἄν τις ἔχοι, ἄλλως τε καὶ ῥήτωρ, εἰπεῖν ὑπὲρ τούτου τοῦ νόμου ἀπολλυμένου ὃς τὰς δίκας τὰς δικασθείσας προστάττει κυρίας εἶναι. ","For one might say many things, especially if one were an orator, about the destruction of that law which provides that the decisions reached by the courts shall be valid. ","Anyone, and especially a clever rhetorician, will have a good deal to urge about the evil of setting aside the law which requires a sentence to be carried out; ","Denn noch gar vieles könnte einer, und zumal ein Redner, vorbringen zum Besten dieses gefährdeten Gesetzes, welches befiehlt, daß die geschlichteten Rechtssachen sollen gültig bleiben.",,,,,,,,,,
0059-003|189.|Cr. 50c.1.,0059-003|188.|Cr. 50b.4.,ἢ ἐροῦμεν πρὸς αὐτοὺς ὅτι ‘ἠδίκει γὰρ ἡμᾶς ἡ πόλις καὶ οὐκ ὀρθῶς τὴν δίκην ἔκρινεν;’ ,"Or shall we say to them, “The state wronged me and did not judge the case rightly”? ","and we might reply, ""Yes; but the State has injured us and given an unjust sentence.""","Oder sollen wir zu ihnen sagen: »Ja, die Stadt hat uns Unrecht getan und die Klage nicht recht gerichtet?«",,,,,,,,,,
0059-003|190.|Cr. 50c.2.,0059-003|189.|Cr. 50c.1.,ταῦτα ἢ τί ἐροῦμεν;,"Shall we say that, or what?",Suppose I say that?,"Wollen wir dies sagen, oder was sonst?",,,,,,,,,,
0059-003|191.|Cr. 50c.3.,0059-003|190.|Cr. 50c.2.,"Κρίτων. ταῦτα νὴ Δία, ὦ Σώκρατες.","Crito. That is what we shall say, by Zeus, Socrates.","Cr. Very good, Socrates.","Kriton: Dies, beim Zeus!",,,,,,,,,,
0059-003|192.|Cr. 50c.4.,0059-003|191.|Cr. 50c.3.,Σωκράτης. τί οὖν ἂν εἴπωσιν οἱ νόμοι: ,"Socrates. What then if the laws should say, ",,Sokrates: Wie nun? Wenn die Gesetze sagten: ,,,,,,,,,,
0059-003|193.|Cr. 50c.5.,0059-003|192.|Cr. 50c.4.,"‘ὦ Σώκρατες, ἦ καὶ ταῦτα ὡμολόγητο ἡμῖν τε καὶ σοί, ἢ ἐμμενεῖν ταῖς δίκαις αἷς ἂν ἡ πόλις δικάζῃ;’ ","“Socrates, is this the agreement you made with us, or did you agree to abide by the verdicts pronounced by the state?” ","Soc. ""And was that our agreement with you?"" the law would say, ""or were you to abide by the sentence of the State?"" ","»O Sokrates, war denn auch das unser Abkommen, oder vielmehr du wollest dich dabei beruhigen, wie die Stadt die Rechtssachen schlichtet?« ",,,,,,,,,,
0059-003|194.|Cr. 50c.6.,0059-003|193.|Cr. 50c.5.,"εἰ οὖν αὐτῶν θαυμάζοιμεν λεγόντων, ἴσως ἂν εἴποιεν ὅτι ‘ὦ Σώκρατες, μὴ θαύμαζε τὰ λεγόμενα ἀλλ᾽ ἀποκρίνου, ἐπειδὴ καὶ εἴωθας χρῆσθαι τῷ ἐρωτᾶν τε καὶ ἀποκρίνεσθαι. ","Now if I were surprised by what they said, perhaps they would continue, “Don't be surprised at what we say, Socrates, but answer, since you are in the habit of employing the method of question and answer. ","And if I were to express astonishment at their saying this, the law would probably add: ""Answer, Socrates, instead of opening your eyes: you are in the habit of asking and answering questions. ","Wenn wir uns nun über ihre Rede wunderten, würden sie vielleicht sagen: »Wundere dich nicht, Sokrates, über das Gesagte, sondern antworte, da du ja gewohnt bist, in Fragen und Antworten zu reden! ",,,,,,,,,,
0059-003|195.|Cr. 50d.1.,0059-003|194.|Cr. 50c.6.,"φέρε γάρ, τί ἐγκαλῶν ἡμῖν καὶ τῇ πόλει ἐπιχειρεῖς ἡμᾶς ἀπολλύναι;","Come, what fault do you find with us and the state, that you are trying to destroy us? ",Tell us what complaint you have to make against us which justifies you in attempting to destroy us and the State? ,"Denn sprich: Welche Beschwerden hast du gegen uns und die Stadt, daß du suchst, uns zugrunde zu richten?",,,,,,,,,,
0059-003|196.|Cr. 50d.2.,0059-003|195.|Cr. 50d.1.,"οὐ πρῶτον μέν σε ἐγεννήσαμεν ἡμεῖς, καὶ δι᾽ ἡμῶν ἔλαβε τὴν μητέρα σου ὁ πατὴρ καὶ ἐφύτευσέν σε; ","In the first place, did we not bring you forth? Is it not through us that your father married your mother and begat you? ",In the first place did we not bring you into existence? Your father married your mother by our aid and begat you. ,"Sind wir es nicht zuerst, die dich zur Welt gebracht haben, und durch welche dein Vater deine Mutter bekommen und dich gezeugt hat? ",,,,,,,,,,
0059-003|197.|Cr. 50d.3.,0059-003|196.|Cr. 50d.2.,"φράσον οὖν, τούτοις ἡμῶν, τοῖς νόμοις τοῖς περὶ τοὺς γάμους, μέμφῃ τι ὡς οὐ καλῶς ἔχουσιν;’","Now tell us, have you any fault to find with those of us who are the laws of marriage?” ","Say whether you have any objection to urge against those of us who regulate marriage?"" ","Erkläre also, tadelst du etwas an denen unter uns Gesetzen, die sich auf die Ehe beziehen, was nicht gut wäre?« – ",,,,,,,,,,
0059-003|198.|Cr. 50d.4.,0059-003|197.|Cr. 50d.3.,"‘οὐ μέμφομαι,’ φαίην ἄν. ","“I find no fault,” I should say. ","None, I should reply.","»Nichts tadle ich,« würde ich dann sagen.",,,,,,,,,,
0059-003|199.|Cr. 50d.5.,0059-003|198.|Cr. 50d.4.,‘ἀλλὰ τοῖς περὶ τὴν τοῦ γενομένου τροφήν τε καὶ παιδείαν ἐν ᾗ καὶ σὺ ἐπαιδεύθης;,"“Or with those that have to do with the nurture of the child after he is born and with his education which you, like others, received? ","""Or against those of us who regulate the system of nurture and education of children in which you were trained? ","– »Aber an den Gesetzen über des Geborenen Auferziehung und Unterricht, nach denen auch du bist unterrichtet worden? ",,,,,,,,,,
0059-003|200.|Cr. 50e.1.,0059-003|199.|Cr. 50d.5.,"ἢ οὐ καλῶς προσέταττον ἡμῶν οἱ ἐπὶ τούτῳ τεταγμένοι νόμοι, παραγγέλλοντες τῷ πατρὶ τῷ σῷ σε ἐν μουσικῇ καὶ γυμναστικῇ παιδεύειν;’ ",Did those of us who are assigned to these matters not give good directions when we told your father to educate you in music and gymnastics?” ,"Were not the laws, who have the charge of this, right in commanding your father to train you in music and gymnastic?""","Ist es etwa nicht gut, was die Gesetze unter uns, die hierüber festgesetzt sind, gebieten, indem sie deinem Vater auflegten, dich in den Geistesübungen und Leibeskünsten zu unterrichten?« –",,,,,,,,,,
0059-003|201.|Cr. 50e.2.,0059-003|200.|Cr. 50e.1.,"‘καλῶς,’ φαίην ἄν. ","“You did,” ","Right, I should reply.","»Sehr gut«, würde ich sagen. ",,,,,,,,,,
0059-003|202.|Cr. 50e.3.,0059-003|201.|Cr. 50e.2.,‘εἶεν. ,I should say. ,"""Well, ",– »Wohl! ,,,,,,,,,,
0059-003|203.|Cr. 50e.4.,0059-003|202.|Cr. 50e.3.,"ἐπειδὴ δὲ ἐγένου τε καὶ ἐξετράφης καὶ ἐπαιδεύθης, ἔχοις ἂν εἰπεῖν πρῶτον μὲν ὡς οὐχὶ ἡμέτερος ἦσθα καὶ ἔκγονος καὶ δοῦλος, αὐτός τε καὶ οἱ σοὶ πρόγονοι;","“Well then, when you were born and nurtured and educated, could you say to begin with that you were not our offspring and our slave, you yourself and your ancestors? ","then, since you were brought into the world and nurtured and educated by us, can you deny in the first place that you are our child and slave, as your fathers were before you? ","Nachdem du nun geboren, auferzogen und unterrichtet worden bist, kannst du zuerst wohl leugnen, daß du nicht unser warst als Abkömmling und Knecht, du und deine Vorfahren? ",,,,,,,,,,
0059-003|204.|Cr. 50e.5.,0059-003|203.|Cr. 50e.4.,"καὶ εἰ τοῦθ᾽ οὕτως ἔχει, ἆρ᾽ ἐξ ἴσου οἴει εἶναι σοὶ τὸ δίκαιον καὶ ἡμῖν, καὶ ἅττ᾽ ἂν ἡμεῖς σε ἐπιχειρῶμεν ποιεῖν, καὶ σοὶ ταῦτα ἀντιποιεῖν οἴει δίκαιον εἶναι;","And if this is so, do you think right as between you and us rests on a basis of equality, so that whatever we undertake to do to you it is right for you to retaliate?",And if this is true you are not on equal terms with us; nor can you think that you have a right to do to us what we are doing to you. ,"Und wenn sich dies so verhält, glaubst du, daß du gleiches Recht hast mit uns, und daß, was immer wir uns beigehen lassen, dir anzutun, auch du das Recht habest, uns wieder zu tun?",,,,,,,,,,
0059-003|205.|Cr. 51a.1.,0059-003|204.|Cr. 50e.5.,"ἢ πρὸς μὲν ἄρα σοι τὸν πατέρα οὐκ ἐξ ἴσου ἦν τὸ δίκαιον καὶ πρὸς δεσπότην, εἴ σοι ὢν ἐτύγχανεν, ὥστε ἅπερ πάσχοις ταῦτα καὶ ἀντιποιεῖν, οὔτε κακῶς ἀκούοντα ἀντιλέγειν οὔτε τυπτόμενον ἀντιτύπτειν οὔτε ἄλλα τοιαῦτα πολλά: ","There was no such equality of right between you and your father or your master, if you had one, so that whatever treatment you received you might return it, answering them if you were reviled, or striking back if you were struck, and the like; ","Would you have any right to strike or revile or do any other evil to a father or to your master, if you had one, when you have been struck or reviled by him, or received some other evil at his hands?- you would not say this? ","Oder hattest du gegen deinen Vater zwar nicht gleiches Recht oder gegen deinen Herrn, wenn du einen gehabt hättest, so daß du, was dir geschähe, ihm wieder antun dürfest, noch auch, wenn er dich verunglimpfte, widersprechen, noch, wenn er dich schlug, wiederschlagen und mehreres dergleichen: ",,,,,,,,,,
0059-003|206.|Cr. 51a.2.,0059-003|205.|Cr. 51a.1.,"πρὸς δὲ τὴν πατρίδα ἄρα καὶ τοὺς νόμους ἐξέσται σοι, ὥστε, ἐάν σε ἐπιχειρῶμεν ἡμεῖς ἀπολλύναι δίκαιον ἡγούμενοι εἶναι, καὶ σὺ δὲ ἡμᾶς τοὺς νόμους καὶ τὴν πατρίδα καθ᾽ ὅσον δύνασαι ἐπιχειρήσεις ἀνταπολλύναι, καὶ φήσεις ταῦτα ποιῶν δίκαια πράττειν, ὁ τῇ ἀληθείᾳ τῆς ἀρετῆς ἐπιμελόμενος;","and do you think that it will be proper for you to act so toward your country and the laws, so that if we undertake to destroy you, thinking it is right, you will undertake in return to destroy us laws and your country, so far as you are able, and will say that in doing this you are doing right, you who really care for virtue?","And because we think right to destroy you, do you think that you have any right to destroy us in return, and your country as far as in you lies? And will you, O professor of true virtue, say that you are justified in this?","gegen das Vaterland aber und gegen die Gesetze soll es dir erlaubt sein, so daß, wenn wir darauf ausgingen, dich zugrundezurichten, indem wir es für gerecht hielten, auch du wieder auf unsern, der Gesetze und des Vaterlandes Untergang, so viel an dir ist, ausgehen und dann sagen dürftest, du handeltest hierin recht, du, der sich in Wahrheit der Tugend befleißigt?",,,,,,,,,,
0059-003|207.|Cr. 51b.1.,0059-003|206.|Cr. 51a.2.,"ἢ οὕτως εἶ σοφὸς ὥστε λέληθέν σε ὅτι μητρός τε καὶ πατρὸς καὶ τῶν ἄλλων προγόνων ἁπάντων τιμιώτερόν ἐστιν πατρὶς καὶ σεμνότερον καὶ ἁγιώτερον καὶ ἐν μείζονι μοίρᾳ καὶ παρὰ θεοῖς καὶ παρ᾽ ἀνθρώποις τοῖς νοῦν ἔχουσι, καὶ σέβεσθαι δεῖ καὶ μᾶλλον ὑπείκειν καὶ θωπεύειν πατρίδα χαλεπαίνουσαν ἢ πατέρα, καὶ ἢ πείθειν ἢ ποιεῖν ἃ ἂν κελεύῃ, καὶ πάσχειν ἐάν τι προστάττῃ παθεῖν ἡσυχίαν ἄγοντα, ἐάντε τύπτεσθαι ἐάντε δεῖσθαι, ἐάντε εἰς πόλεμον ἄγῃ τρωθησόμενον ἢ ἀποθανούμενον, ποιητέον ταῦτα, καὶ τὸ δίκαιον οὕτως ἔχει, καὶ οὐχὶ ὑπεικτέον οὐδὲ ἀναχωρητέον οὐδὲ λειπτέον τὴν τάξιν, ἀλλὰ καὶ ἐν πολέμῳ καὶ ἐν δικαστηρίῳ καὶ πανταχοῦ ποιητέον ἃ ἂν κελεύῃ ἡ πόλις καὶ ἡ πατρίς, ἢ πείθειν αὐτὴν ᾗ τὸ δίκαιον πέφυκε: ","Or is your wisdom such that you do not see that your country is more precious and more to be revered and is holier and in higher esteem among the gods and among men of understanding than your mother and your father and all your ancestors, and that you ought to show to her more reverence and obedience and humility when she is angry than to your father, and ought either to convince her by persuasion or to do whatever she commands, and to suffer, if she commands you to suffer, in silence, and if she orders you to be scourged or imprisoned or if she leads you to war to be wounded or slain, her will is to be done, and this is right, and you must not give way or draw back or leave your post, but in war and in court and everywhere, you must do whatever the state, your country, commands, or must show her by persuasion what is really right, ","Has a philosopher like you failed to discover that our country is more to be valued and higher and holier far than mother or father or any ancestor, and more to be regarded in the eyes of the gods and of men of understanding? also to be soothed, and gently and reverently entreated when angry, even more than a father, and if not persuaded, obeyed? And when we are punished by her, whether with imprisonment or stripes, the punishment is to be endured in silence; and if she leads us to wounds or death in battle, thither we follow as is right; neither may anyone yield or retreat or leave his rank, but whether in battle or in a court of law, or in any other place, he must do what his city and his country order him; or he must change their view of what is just: ","Oder bist du so weise, daß du nicht weißt, wie viel höher als Vater und Mutter und alle anderen Vorfahren das Vaterland geachtet ist, und wieviel ehrwürdiger und heiliger bei den Göttern und bei allen Menschen, welche Vernunft haben? Und wie man ein aufgebrachtes Vaterland noch mehr ehren und ihm nachgeben und es besänftigen muß als einen Vater, und entweder es überzeugen oder tun, was es befiehlt, und was es zu leiden auflegt, ganz ruhig leiden, wenn es auch wäre, dich schlagen zu lassen oder dich fesseln zu lassen, oder wenn es dich in den Krieg schickt, wo du verwundet und getötet werden kannst, du dies doch alles tun mußt und es so allein recht ist? Und daß du nicht weichen und nicht weggehen und nicht deine Stelle verlassen mußt, sondern im Kriege und vor Gericht und überall tun mußt, was der Staat gebietet und das Vaterland, oder es überzeugen mußt, was eigentlich Recht sei? ",,,,,,,,,,
0059-003|208.|Cr. 51c.1.,0059-003|207.|Cr. 51b.1.,"βιάζεσθαι δὲ οὐχ ὅσιον οὔτε μητέρα οὔτε πατέρα, πολὺ δὲ τούτων ἔτι ἧττον τὴν πατρίδα;’ ","but that it is impious to use violence against either your father or your mother, and much more impious to use it against your country?”","and if he may do no violence to his father or mother, much less may he do violence to his country.""",Daß aber Gewalt nicht ohne Frevel gebraucht werden kann gegen Vater oder Mutter und noch viel weniger als gegen sie gegen das Vaterland?«,,,,,,,,,,
0059-003|209..,0059-003|208.|Cr. 51c.1.,"τί φήσομεν πρὸς ταῦτα, ὦ Κρίτων; ","What shall we reply to this, Crito, ","What answer shall we make to this, Crito?","– Was sollen wir hierauf sagen, o Kriton?",,,,,,,,,,
0059-003|210.|Cr. 51c.3.,0059-003|209..,ἀληθῆ λέγειν τοὺς νόμους ἢ οὔ;,"that the laws speak the truth, or not?"," Do the laws speak truly, or do they not?","Daß es wahr ist, was die Gesetze sagen, oder nicht?",,,,,,,,,,
0059-003|211.|Cr. 51d.4.,0059-003|210.|Cr. 51c.3.,Κρίτων. ἔμοιγε δοκεῖ.,Crito. I think they do.,Cr. I think that they do.,"Kriton: Mich dünkt, ja.",,,,,,,,,,
0059-003|212.|Cr. 51d.5.,0059-003|211.|Cr. 51d.4.,"Σωκράτης. ‘σκόπει τοίνυν, ὦ Σώκρατες,’ φαῖεν ἂν ἴσως οἱ νόμοι, ‘εἰ ἡμεῖς ταῦτα ἀληθῆ λέγομεν, ὅτι οὐ δίκαια ἡμᾶς ἐπιχειρεῖς δρᾶν ἃ νῦν ἐπιχειρεῖς. ","Socrates. “Observe then, Socrates,” perhaps the laws would say, “that if what we say is true, what you are now undertaking to do to us is not right. ","Soc. Then the laws will say: ""Consider, Socrates, if this is true, that in your present attempt you are going to do us wrong. ","Sokrates: »Überlege also, o Sokrates,« würden die Gesetze vielleicht weiter sagen, »wenn wir hiervon mehr gesprochen haben, daß du alsdann nicht mit Recht uns das antun willst, was du jetzt willst:",,,,,,,,,,
0059-003|213.|Cr. 51d.6.,0059-003|212.|Cr. 51d.5.,"ἡμεῖς γάρ σε γεννήσαντες, ἐκθρέψαντες, παιδεύσαντες, μεταδόντες ἁπάντων ὧν οἷοί τ᾽ ἦμεν καλῶν σοὶ καὶ τοῖς ἄλλοις πᾶσιν πολίταις, ὅμως προαγορεύομεν τῷ ἐξουσίαν πεποιηκέναι Ἀθηναίων τῷ βουλομένῳ, ἐπειδὰν δοκιμασθῇ καὶ ἴδῃ τὰ ἐν τῇ πόλει πράγματα καὶ ἡμᾶς τοὺς νόμους, ᾧ ἂν μὴ ἀρέσκωμεν ἡμεῖς, ἐξεῖναι λαβόντα τὰ αὑτοῦ ἀπιέναι ὅποι ἂν βούληται.","For we brought you into the world, nurtured you, and gave a share of all the good things we could to you and all the citizens. Yet we proclaim, by having offered the opportunity to any of the Athenians who wishes to avail himself of it, that anyone who is not pleased with us when he has become a man and has seen the administration of the city and us, the laws, may take his goods and go away wherever he likes.","For, after having brought you into the world, and nurtured and educated you, and given you and every other citizen a share in every good that we had to give, we further proclaim and give the right to every Athenian, that if he does not like us when he has come of age and has seen the ways of the city, and made our acquaintance, he may go where he pleases and take his goods with him; ","Denn wir, die wir dich zur Welt gebracht, auferzogen, unterrichtet und alles Gute, was nur in unserm Vermögen stand, dir und jedem Bürger mitgeteilt haben, wir verkünden dennoch, indem wir Freiheit gestatten jedem Athener, der es nur will, daß, wenn jemand Bürger geworden ist und den Zustand der Stadt und uns, die Gesetze, kennengelernt hat und wir ihm dann nicht gefallen, er das Seinige nehmen und fortgehn dürfe, wohin er nur will.",,,,,,,,,,
0059-003|214.|Cr. 51e.1.,0059-003|213.|Cr. 51d.6.,"καὶ οὐδεὶς ἡμῶν τῶν νόμων ἐμποδών ἐστιν οὐδ᾽ ἀπαγορεύει, ἐάντε τις βούληται ὑμῶν εἰς ἀποικίαν ἰέναι, εἰ μὴ ἀρέσκοιμεν ἡμεῖς τε καὶ ἡ πόλις, ἐάντε μετοικεῖν ἄλλοσέ ποι ἐλθών, ἰέναι ἐκεῖσε ὅποι ἂν βούληται, ἔχοντα τὰ αὑτοῦ. ","And none of us stands in the way or forbids any of you to take his goods and go away wherever he pleases, if we and the state do not please him, whether it be to an Athenian colony or to a foreign country where he will live as an alien.","and none of us laws will forbid him or interfere with him. Any of you who does not like us and the city, and who wants to go to a colony or to any other city, may go where he likes, and take his goods with him. ","Und keins von uns Gesetzen steht im Wege oder verbietet, wenn jemand von euch, dem wir und die Stadt nicht gefallen, in eine Pflanzstadt ziehen will oder auch anderswohin sich begeben und sich als Schutzverwandter ansiedeln, wo er nur will, mit Beibehaltung alles des Seinigen. ",,,,,,,,,,
0059-003|215.|Cr. 52a.1.,0059-003|214.|Cr. 51e.1.,"ὃς δ᾽ ἂν ὑμῶν παραμείνῃ, ὁρῶν ὃν τρόπον ἡμεῖς τάς τε δίκας δικάζομεν καὶ τἆλλα τὴν πόλιν διοικοῦμεν, ἤδη φαμὲν τοῦτον ὡμολογηκέναι ἔργῳ ἡμῖν ἃ ἂν ἡμεῖς κελεύωμεν ποιήσειν ταῦτα, καὶ τὸν μὴ πειθόμενον τριχῇ φαμεν ἀδικεῖν, ὅτι τε γεννηταῖς οὖσιν ἡμῖν οὐ πείθεται, καὶ ὅτι τροφεῦσι, καὶ ὅτι ὁμολογήσας ἡμῖν πείσεσθαι οὔτε πείθεται οὔτε πείθει ἡμᾶς, εἰ μὴ καλῶς τι ποιοῦμεν, προτιθέντων ἡμῶν καὶ οὐκ ἀγρίως ἐπιταττόντων ποιεῖν ἃ ἂν κελεύωμεν, ἀλλὰ ἐφιέντων δυοῖν θάτερα, ἢ πείθειν ἡμᾶς ἢ ποιεῖν, τούτων οὐδέτερα ποιεῖ. ","But we say that whoever of you stays here, seeing how we administer justice and how we govern the state in other respects, has thereby entered into an agreement with us to do what we command; and we say that he who does not obey does threefold wrong, because he disobeys us who are his parents, because he disobeys us who nurtured him, and because after agreeing to obey us he neither obeys us nor convinces us that we are wrong, though we give him the opportunity and do not roughly order him to do what we command, but when we allow him a choice of two things, either to convince us of error or to do our bidding, he does neither of these things.” ","But he who has experience of the manner in which we order justice and administer the State, and still remains, has entered into an implied contract that he will do as we command him. And he who disobeys us is, as we maintain, thrice wrong: first, because in disobeying us he is disobeying his parents; secondly, because we are the authors of his education; thirdly, because he has made an agreement with us that he will duly obey our commands; and he neither obeys them nor convinces us that our commands are wrong; and we do not rudely impose them, but give him the alternative of obeying or convincing us; that is what we offer and he does neither. ","Wer von euch aber geblieben ist, nachdem er gesehen, wie wir die Rechtssachen schlichten und sonst die Stadt verwalten, – von dem behaupten wir dann, daß er uns durch die Tat angelobt habe, was wir nur immer befehlen möchten, wolle er tun. Und wer nicht gehorcht, sagen wir, der tue dreifach Unrecht, weil er uns als seinen Erzeugern nicht gehorcht und nicht als seinen Erziehern, und weil er, ohnerachtet er uns angelobt, er wolle gewiß gehorchen, doch weder gehorcht noch uns überzeugt, wo wir etwas nicht recht tun; und da wir ihm doch vortragen und nicht aufrauhe Artgebieten, was wir anordnen, sondern freistellen eins von beiden, entweder uns zu überzeugen oder uns zu folgen, er doch hiervon keines tut. ",,,,,,,,,,
0059-003|216.|Cr. 52a.2.,0059-003|215.|Cr. 52a.1.,"ταύταις δή φαμεν καὶ σέ, ὦ Σώκρατες, ταῖς αἰτίαις ἐνέξεσθαι, εἴπερ ποιήσεις ἃ ἐπινοεῖς, καὶ οὐχ ἥκιστα Ἀθηναίων σέ, ἀλλ᾽ ἐν τοῖς μάλιστα.’","“We say that you, Socrates, will be exposed to these reproaches, if you do what you have in mind, and you not least of the Athenians but more than most others.”","These are the sort of accusations to which, as we were saying, you, Socrates, will be exposed if you accomplish your intentions; you, above all other Athenians."" ","Und diese Verschuldungen nun, behaupten wir, werden auch auf dir, Sokrates, haften, wenn du ausführst, was du im Sinne hast, und zwar auf dir nicht am wenigsten unter den andern Athenern, sondern wohl ganz vorzüglich.«",,,,,,,,,,
0059-003|217.|Cr. 52a.3.,0059-003|216.|Cr. 52a.2., εἰ οὖν ἐγὼ εἴποιμι:,"If then I should say, ","Suppose I ask, ",– Wenn ich nun fragte: ,,,,,,,,,,
0059-003|218.|Cr. 52a.4.,0059-003|217.|Cr. 52a.3.,‘διὰ τί δή;’ ,“How so?” ,why is this?,»Weshalb denn das?«,,,,,,,,,,
0059-003|219.|Cr. 52a.5.,0059-003|218.|Cr. 52a.4.,ἴσως ἄν μου δικαίως καθάπτοιντο λέγοντες ὅτι ἐν τοῖς μάλιστα Ἀθηναίων ἐγὼ αὐτοῖς ὡμολογηκὼς τυγχάνω ταύτην τὴν ὁμολογίαν.,perhaps they might retort with justice that I had made this agreement with them more emphatically than most other Athenians.,they will justly retort upon me that I above all other men have acknowledged the agreement. ,"– so würden sie mich wohl ganz recht angreifen, wenn sie sprächen, daß ich ganz vorzüglich vor andern Athenern ihnen dies Versprechen geleistet hätte. ",,,,,,,,,,
0059-003|220.|Cr. 52b.1.,0059-003|219.|Cr. 52a.5.,"φαῖεν γὰρ ἂν ὅτι ‘ὦ Σώκρατες, μεγάλα ἡμῖν τούτων τεκμήριά ἐστιν, ὅτι σοι καὶ ἡμεῖς ἠρέσκομεν καὶ ἡ πόλις: "," For they would say, “Socrates, we have strong evidence that we and the city pleased you; ","""There is clear proof,"" they will say, ""Socrates, that we and the city were not displeasing to you. ","»Denn«, würden sie sagen, »hiervon haben wir große Beweise, daß wir sowohl als die Stadt dir Wohlgefallen haben: ",,,,,,,,,,
0059-003|221.|Cr. 52b.2.,0059-003|220.|Cr. 52b.1.,"οὐ γὰρ ἄν ποτε τῶν ἄλλων Ἀθηναίων ἁπάντων διαφερόντως ἐν αὐτῇ ἐπεδήμεις εἰ μή σοι διαφερόντως ἤρεσκεν, καὶ οὔτ᾽ ἐπὶ θεωρίαν πώποτ᾽ ἐκ τῆς πόλεως ἐξῆλθες, ὅτι μὴ ἅπαξ εἰς Ἰσθμόν, οὔτε ἄλλοσε οὐδαμόσε, εἰ μή ποι στρατευσόμενος, οὔτε ἄλλην ἀποδημίαν ἐποιήσω πώποτε ὥσπερ οἱ ἄλλοι ἄνθρωποι, οὐδ᾽ ἐπιθυμία σε ἄλλης πόλεως οὐδὲ ἄλλων νόμων ἔλαβεν εἰδέναι, ἀλλὰ ἡμεῖς σοι ἱκανοὶ ἦμεν καὶ ἡ ἡμετέρα πόλις: ","for you would never have stayed in it more than all other Athenians if you had not been better pleased with it than they; you never went out from the city to a festival, or anywhere else, except on military service, and you never made any other journey, as other people do, and you had no wish to know any other city or other laws, but you were contented with us and our city. ","Of all Athenians you have been the most constant resident in the city, which, as you never leave, you may be supposed to love. For you never went out of the city either to see the games, except once when you went to the Isthmus, or to any other place unless when you were on military service; nor did you travel as other men do. Nor had you any curiosity to know other States or their laws: your affections did not go beyond us and our State; ","Sonst würdest du ja wohl nicht so vorzüglich vor allen Athenern immer einheimisch darin geblieben sein, wenn sie dir nicht vorzüglich gefiele. Denn weder bist du je zur Schau der großen Feste aus der Stadt herausgegangen, außer einmal auf den Isthmos, noch sonst irgend wohin anders als nur mit dem Heere ziehend, oder hast sonst eine Reise gemacht, wie andere Menschen, noch auch hat dich jemals Lust angewandelt, andere Städte und andere Gesetze zu sehen, sondern wir genügten dir und unsere Stadt: ",,,,,,,,,,
0059-003|222.|Cr. 52c.1.,0059-003|221.|Cr. 52b.2.,"οὕτω σφόδρα ἡμᾶς ᾑροῦ καὶ ὡμολόγεις καθ᾽ ἡμᾶς πολιτεύσεσθαι, τά τε ἄλλα καὶ παῖδας ἐν αὐτῇ ἐποιήσω, ὡς ἀρεσκούσης σοι τῆς πόλεως. ","So strongly did you prefer us and agree to live in accordance with us; and besides, you begat children in the city, showing that it pleased you. ","we were your especial favorites, and you acquiesced in our government of you; and this is the State in which you begat your children, which is a proof of your satisfaction.","so sehr zogst du uns vor und gelobtest, uns gemäß dein Bürgerleben zu führen, hast auch überdies Kinder in der Stadt erzeugt, weil sie dir gefiel. ",,,,,,,,,,
0059-003|223.|Cr. 52c.2.,0059-003|222.|Cr. 52c.1.,"ἔτι τοίνυν ἐν αὐτῇ τῇ δίκῃ ἐξῆν σοι φυγῆς τιμήσασθαι εἰ ἐβούλου, καὶ ὅπερ νῦν ἀκούσης τῆς πόλεως ἐπιχειρεῖς, τότε ἑκούσης ποιῆσαι.","And moreover even at your trial you might have offered exile as your penalty, if you wished, and might have done with the state's consent what you are now undertaking to do without it."," Moreover, you might, if you had liked, have fixed the penalty at banishment in the course of the trial-the State which refuses to let you go now would have let you go then.","Ja auch noch während des Rechtshandels konntest du dir ja die Verweisung zuerkannt haben, wenn du gewollt hättest, und so, was du jetzt gegen den Willen der Stadt unternimmst, damals mit ihrem Willen tun.",,,,,,,,,,
